1 ('abaga_sil-1966', '2009_DOG') 2
7309 ('usan_zgraggen-1980-nadelbert', '677_AXE') 2
7310 ('usan_zgraggen-1980-nadelbert', '700_CARRY') 2
7311 ('usan_zgraggen-1980-nadelbert', '725_OLD_PERSON') 2
7312 ('usan_zgraggen-1980-nadelbert', '908_DRUM') 2
7313 ('usan_zgraggen-1980-nadelbert', '930_VILLAGE') 2
7314 ('usan_zgraggen-1980-nadelbert', '970_COCONUT') 2
7315 ('usan_zgraggen-1980-nadelbert', '977_ARROW') 4
7316 ('usan_zgraggen-1980-nadelbert', '98_ALL') 2
7317 ('usku_voorhoeve-1971', '1371_KNEE') 2
7318 ('utarmbung_zgraggen-1980-sadelbert', '1216_MOTHER') 2
7319 ('utarmbung_zgraggen-1980-sadelbert', '1217_FATHER') 2
7320 ('utarmbung_zgraggen-1980-sadelbert', '1220_TAIL') 2
7321 ('utarmbung_zgraggen-1980-sadelbert', '1233_NIGHT') 2
7322 ('utarmbung_zgraggen-1980-sadelbert', '1318_CHICKEN') 2
7323 ('utarmbung_zgraggen-1980-sadelbert', '1352_KNIFE') 2
7324 ('utarmbung_zgraggen-1980-sadelbert', '1392_LOUSE') 2
7325 ('utarmbung_zgraggen-1980-sadelbert', '1432_CUT') 2
7326 ('utarmbung_zgraggen-1980-sadelbert', '1442_STAND') 2
7327 ('utarmbung_zgraggen-1980-sadelbert', '146_SUGAR_CANE') 2
7328 ('utarmbung_zgraggen-1980-sadelbert', '1489_CLOUD') 2
7329 ('utarmbung_zgraggen-1980-sadelbert', '1645_SHORT') 2
7330 ('utarmbung_zgraggen-1980-sadelbert', '2092_HIS_OR_HER') 2
7331 ('utarmbung_zgraggen-1980-sadelbert', '2099_CHILD') 2
7332 ('utarmbung_zgraggen-1980-sadelbert', '2304_THEE_OBLIQUE_CASE_OF_YOU') 2
7333 ('utarmbung_zgraggen-1980-sadelbert', '2312_YOU_OBLIQUE_CASE_OF_YOU') 2
7334 ('utarmbung_zgraggen-1980-sadelbert', '262_HE_OR_SHE_OR_IT') 2
7335 ('utarmbung_zgraggen-1980-sadelbert', '2708_TALK') 2
7336 ('utarmbung_zgraggen-1980-sadelbert', '351_TARO') 2
7337 ('utarmbung_zgraggen-1980-sadelbert', '410_YAM') 2
7338 ('utarmbung_zgraggen-1980-sadelbert', '700_CARRY') 2
7339 ('utarmbung_zgraggen-1980-sadelbert', '725_OLD_PERSON') 2
7340 ('utarmbung_zgraggen-1980-sadelbert', '834_BUTTOCKS') 2
7341 ('utarmbung_zgraggen-1980-sadelbert', '879_COUGH') 2
7342 ('utarmbung_zgraggen-1980-sadelbert', '908_DRUM') 2
7343 ('utarmbung_zgraggen-1980-sadelbert', '970_COCONUT') 2
7344 ('utarmbung_zgraggen-1980-sadelbert', '977_ARROW') 4
7345 ('utu_zgraggen-1980-mabuso', '1142_URINE') 2
7346 ('utu_zgraggen-1980-mabuso', '1216_MOTHER') 2
7347 ('utu_zgraggen-1980-mabuso', '1217_FATHER') 2
7348 ('utu_zgraggen-1980-mabuso', '1220_TAIL') 3
7349 ('utu_zgraggen-1980-mabuso', '1269_NO') 2
7350 ('utu_zgraggen-1980-mabuso', '1318_CHICKEN') 2
7351 ('utu_zgraggen-1980-mabuso', '1352_KNIFE') 2
7352 ('utu_zgraggen-1980-mabuso', '1442_STAND') 2
7353 ('utu_zgraggen-1980-mabuso', '175_BLOW_OF_WIND') 2
7354 ('utu_zgraggen-1980-mabuso', '2092_HIS_OR_HER') 4
7355 ('utu_zgraggen-1980-mabuso', '2304_THEE_OBLIQUE_CASE_OF_YOU') 2
7356 ('utu_zgraggen-1980-mabuso', '2312_YOU_OBLIQUE_CASE_OF_YOU') 2
7357 ('utu_zgraggen-1980-mabuso', '2638_FISHING') 2
7358 ('utu_zgraggen-1980-mabuso', '2708_TALK') 3
7359 ('utu_zgraggen-1980-mabuso', '351_TARO') 2
7360 ('utu_zgraggen-1980-mabuso', '410_YAM') 2
7361 ('utu_zgraggen-1980-mabuso', '470_POSSUM') 3
7362 ('utu_zgraggen-1980-mabuso', '639_MOUNTAIN') 2
7363 ('utu_zgraggen-1980-mabuso', '646_ASH') 3
7364 ('utu_zgraggen-1980-mabuso', '677_AXE') 3
7365 ('utu_zgraggen-1980-mabuso', '700_CARRY') 3
7366 ('utu_zgraggen-1980-mabuso', '725_OLD_PERSON') 2
7367 ('utu_zgraggen-1980-mabuso', '763_SKIN') 2
7368 ('utu_zgraggen-1980-mabuso', '867_backofhand') 2
7369 ('utu_zgraggen-1980-mabuso', '908_DRUM') 2
7370 ('utu_zgraggen-1980-mabuso', '970_COCONUT') 2
7371 ('utu_zgraggen-1980-mabuso', '977_ARROW') 6
7372 ('uya_zgraggen-1980-raicoast', '1209_I') 2
7373 ('uya_zgraggen-1980-raicoast', '1216_MOTHER') 2
7374 ('uya_zgraggen-1980-raicoast', '1217_FATHER') 3
7375 ('uya_zgraggen-1980-raicoast', '1220_TAIL') 2
7376 ('uya_zgraggen-1980-raicoast', '1233_NIGHT') 2
7377 ('uya_zgraggen-1980-raicoast', '1318_CHICKEN') 2
7378 ('uya_zgraggen-1980-raicoast', '1335_WHITE') 2
7379 ('uya_zgraggen-1980-raicoast', '1403_BITE') 3
7380 ('uya_zgraggen-1980-raicoast', '1409_SEE') 2
7381 ('uya_zgraggen-1980-raicoast', '1442_STAND') 2
7382 ('uya_zgraggen-1980-raicoast', '1447_GIVE') 3
7383 ('uya_zgraggen-1980-raicoast', '1732_SKY') 2
7384 ('uya_zgraggen-1980-raicoast', '1942_NEAR') 2
7385 ('uya_zgraggen-1980-raicoast', '2092_HIS_OR_HER') 3
7386 ('uya_zgraggen-1980-raicoast', '2099_CHILD') 2
7387 ('uya_zgraggen-1980-raicoast', '2304_THEE_OBLIQUE_CASE_OF_YOU') 2
7388 ('uya_zgraggen-1980-raicoast', '2312_YOU_OBLIQUE_CASE_OF_YOU') 2
7389 ('uya_zgraggen-1980-raicoast', '2708_TALK') 2
7390 ('uya_zgraggen-1980-raicoast', '351_TARO') 2
7391 ('uya_zgraggen-1980-raicoast', '410_YAM') 2
7392 ('uya_zgraggen-1980-raicoast', '470_POSSUM') 2
7393 ('uya_zgraggen-1980-raicoast', '677_AXE') 2
7394 ('uya_zgraggen-1980-raicoast', '700_CARRY') 2
7395 ('uya_zgraggen-1980-raicoast', '725_OLD_PERSON') 2
7396 ('uya_zgraggen-1980-raicoast', '867_backofhand') 2
7397 ('uya_zgraggen-1980-raicoast', '908_DRUM') 2
7398 ('uya_zgraggen-1980-raicoast', '970_COCONUT') 3
7399 ('uya_zgraggen-1980-raicoast', '977_ARROW') 4
7400 ('uyajitaya-didiwala_rueck-jore-2003', '2098_FOOT_OR_LEG') 2
7401 ('uyajitaya-gisi_rueck-jore-2003', '1313_MOON') 3
7402 ('uyajitaya-gisi_rueck-jore-2003', '1430_STAR') 2
7403 ('uyajitaya-gisi_rueck-jore-2003', '2098_FOOT_OR_LEG') 2
7404 ('uyajitaya-gisi_rueck-jore-2003', '646_ASH') 2
7405 ('uyajitaya-palipa_lambrecht-et-al-2008', '2098_FOOT_OR_LEG') 2
7406 ('uyajitaya-subalulu_rueck-jore-2003', '1223_HEART') 2
7407 ('uyajitaya-subalulu_rueck-jore-2003', '2098_FOOT_OR_LEG') 2
7408 ('uyajitaya-udibai_rueck-jore-2003', '2098_FOOT_OR_LEG') 2
7409 ('uyajitaya-uya_lambrecht-et-al-2008', '1237_WHERE') 2
7410 ('uyajitaya-uya_lambrecht-et-al-2008', '2098_FOOT_OR_LEG') 2
7411 ('uyajitaya_zgraggen-1980-raicoast', '1209_I') 2
7412 ('uyajitaya_zgraggen-1980-raicoast', '1216_MOTHER') 2
7413 ('uyajitaya_zgraggen-1980-raicoast', '1220_TAIL') 2
7414 ('uyajitaya_zgraggen-1980-raicoast', '1268_YES') 2
7415 ('uyajitaya_zgraggen-1980-raicoast', '1318_CHICKEN') 2
7416 ('uyajitaya_zgraggen-1980-raicoast', '1380_TOOTH') 2
7417 ('uyajitaya_zgraggen-1980-raicoast', '1392_LOUSE') 2
7418 ('uyajitaya_zgraggen-1980-raicoast', '1429_FULL') 2
7419 ('uyajitaya_zgraggen-1980-raicoast', '1442_STAND') 2
7420 ('uyajitaya_zgraggen-1980-raicoast', '1447_GIVE') 3
7421 ('uyajitaya_zgraggen-1980-raicoast', '1482_SHOULDER') 2
7422 ('uyajitaya_zgraggen-1980-raicoast', '1493_ONE') 2
7423 ('uyajitaya_zgraggen-1980-raicoast', '189_HAIR_BODY') 2
7424 ('uyajitaya_zgraggen-1980-raicoast', '2092_HIS_OR_HER') 2
7425 ('uyajitaya_zgraggen-1980-raicoast', '2099_CHILD') 2
7426 ('uyajitaya_zgraggen-1980-raicoast', '2304_THEE_OBLIQUE_CASE_OF_YOU') 2
7427 ('uyajitaya_zgraggen-1980-raicoast', '2312_YOU_OBLIQUE_CASE_OF_YOU') 2
7428 ('uyajitaya_zgraggen-1980-raicoast', '235_FLYING_FOX') 2
7429 ('uyajitaya_zgraggen-1980-raicoast', '2708_TALK') 2
7430 ('uyajitaya_zgraggen-1980-raicoast', '351_TARO') 2
7431 ('uyajitaya_zgraggen-1980-raicoast', '410_YAM') 4
7432 ('uyajitaya_zgraggen-1980-raicoast', '503_FROG') 2
7433 ('uyajitaya_zgraggen-1980-raicoast', '677_AXE') 2
7434 ('uyajitaya_zgraggen-1980-raicoast', '700_CARRY') 2
7435 ('uyajitaya_zgraggen-1980-raicoast', '725_OLD_PERSON') 2
7436 ('uyajitaya_zgraggen-1980-raicoast', '908_DRUM') 2
7437 ('uyajitaya_zgraggen-1980-raicoast', '960_WIND') 2
7438 ('uyajitaya_zgraggen-1980-raicoast', '970_COCONUT') 3
7439 ('uyajitaya_zgraggen-1980-raicoast', '977_ARROW') 4
7440 ('viid_voorhoeve-1971', '2101_BE_DEAD_OR_DIE') 2
7441 ('viid_voorhoeve-1971', '2108_RAINING_OR_RAIN') 2
7442 ('waboda_mcelhanon_and_voorhoeve1970', '2098_FOOT_OR_LEG') 2
7443 ('waboda_mcelhanon_and_voorhoeve1970', '221_FIRE') 2
7444 ('waboda_mcelhanon_and_voorhoeve1970', '778_SMOKE_EXHAUST') 2
7445 ('waboda_wurm-1973', '1198_MANY') 2
7446 ('waboda_wurm-1973', '1215_THOU') 2
7447 ('waboda_wurm-1973', '1223_HEART') 2
7448 ('waboda_wurm-1973', '1236_WHAT') 2
7449 ('waboda_wurm-1973', '1248_EYE') 2
7450 ('waboda_wurm-1973', '1287_COLD') 2
7451 ('waboda_wurm-1973', '1333_NECK') 2
7452 ('waboda_wurm-1973', '1336_EAT') 2
7453 ('waboda_wurm-1973', '1343_SUN') 2
7454 ('waboda_wurm-1973', '1380_TOOTH') 2
7455 ('waboda_wurm-1973', '1405_NAME') 2
7456 ('waboda_wurm-1973', '1409_SEE') 2
7457 ('waboda_wurm-1973', '1416_SIT') 2
7458 ('waboda_wurm-1973', '1439_SWIM') 2
7459 ('waboda_wurm-1973', '1446_COME') 2
7460 ('waboda_wurm-1973', '1489_CLOUD') 2
7461 ('waboda_wurm-1973', '156_RED') 2
7462 ('waboda_wurm-1973', '1585_SLEEP') 2
7463 ('waboda_wurm-1973', '163_BLACK') 2
7464 ('waboda_wurm-1973', '2121_ARM_OR_HAND') 2
7465 ('waboda_wurm-1973', '323_FAT_ORGANIC_SUBSTANCE') 3
7466 ('waboda_wurm-1973', '639_MOUNTAIN') 2
7467 ('waboda_wurm-1973', '671_SAND') 2
7468 ('waboda_wurm-1973', '714_SEED') 2
7469 ('waboda_wurm-1973', '937_BIRD') 2
7470 ('waboda_wurm-1973', '962_WOMAN') 2
7471 ('wadaginam_zgraggen-1980-sadelbert', '1172_SHOOT') 2
7472 ('wadaginam_zgraggen-1980-sadelbert', '1216_MOTHER') 2
7473 ('wadaginam_zgraggen-1980-sadelbert', '1220_TAIL') 2
7474 ('wadaginam_zgraggen-1980-sadelbert', '1233_NIGHT') 2
7475 ('wadaginam_zgraggen-1980-sadelbert', '1318_CHICKEN') 3
7476 ('wadaginam_zgraggen-1980-sadelbert', '1442_STAND') 2
7477 ('wadaginam_zgraggen-1980-sadelbert', '1447_GIVE') 2
7478 ('wadaginam_zgraggen-1980-sadelbert', '146_SUGAR_CANE') 2
7479 ('wadaginam_zgraggen-1980-sadelbert', '2092_HIS_OR_HER') 2
7480 ('wadaginam_zgraggen-1980-sadelbert', '2099_CHILD') 2
7481 ('wadaginam_zgraggen-1980-sadelbert', '2304_THEE_OBLIQUE_CASE_OF_YOU') 2
7482 ('wadaginam_zgraggen-1980-sadelbert', '2312_YOU_OBLIQUE_CASE_OF_YOU') 2
7483 ('wadaginam_zgraggen-1980-sadelbert', '2708_TALK') 2
7484 ('wadaginam_zgraggen-1980-sadelbert', '351_TARO') 2
7485 ('wadaginam_zgraggen-1980-sadelbert', '410_YAM') 2
7486 ('wadaginam_zgraggen-1980-sadelbert', '646_ASH') 2
7487 ('wadaginam_zgraggen-1980-sadelbert', '695_GO') 2
7488 ('wadaginam_zgraggen-1980-sadelbert', '700_CARRY') 2
7489 ('wadaginam_zgraggen-1980-sadelbert', '725_OLD_PERSON') 2
7490 ('wadaginam_zgraggen-1980-sadelbert', '908_DRUM') 2
7491 ('wadaginam_zgraggen-1980-sadelbert', '970_COCONUT') 2
7492 ('wadaginam_zgraggen-1980-sadelbert', '977_ARROW') 4
7493 ('wagi-foran_spencer-et-al-2011', '1646_GIRL') 2
7494 ('wagi-foran_spencer-et-al-2011', '2098_FOOT_OR_LEG') 2
7495 ('wagi-foran_spencer-et-al-2011', '72_CLAW') 2
7496 ('wagi-kamba_spencer-et-al-2011', '1205_TONGUE') 2
7497 ('wagi-kamba_spencer-et-al-2011', '1216_MOTHER') 2
7498 ('wagi-kamba_spencer-et-al-2011', '1217_FATHER') 2
7499 ('wagi-kamba_spencer-et-al-2011', '1221_NOSE') 2
7500 ('wagi-kamba_spencer-et-al-2011', '1223_HEART') 2
7501 ('wagi-kamba_spencer-et-al-2011', '1224_LIVER') 2
7502 ('wagi-kamba_spencer-et-al-2011', '1237_WHERE') 2
7503 ('wagi-kamba_spencer-et-al-2011', '123_FOREHEAD') 2
7504 ('wagi-kamba_spencer-et-al-2011', '1247_EAR') 2
7505 ('wagi-kamba_spencer-et-al-2011', '1248_EYE') 2
7506 ('wagi-kamba_spencer-et-al-2011', '1251_BELLY') 2
7507 ('wagi-kamba_spencer-et-al-2011', '1256_HEAD') 3
7508 ('wagi-kamba_spencer-et-al-2011', '1262_BROTHER') 3
7509 ('wagi-kamba_spencer-et-al-2011', '1263_SISTER') 5
7510 ('wagi-kamba_spencer-et-al-2011', '1333_NECK') 2
7511 ('wagi-kamba_spencer-et-al-2011', '1337_PIG') 2
7512 ('wagi-kamba_spencer-et-al-2011', '1366_BOY') 2
7513 ('wagi-kamba_spencer-et-al-2011', '1371_KNEE') 2
7514 ('wagi-kamba_spencer-et-al-2011', '1380_TOOTH') 2
7515 ('wagi-kamba_spencer-et-al-2011', '1394_BONE') 2
7516 ('wagi-kamba_spencer-et-al-2011', '1402_BREAST') 2
7517 ('wagi-kamba_spencer-et-al-2011', '1405_NAME') 2
7518 ('wagi-kamba_spencer-et-al-2011', '1482_SHOULDER') 2
7519 ('wagi-kamba_spencer-et-al-2011', '1490_RAT') 2
7520 ('wagi-kamba_spencer-et-al-2011', '1510_CHIN') 2
7521 ('wagi-kamba_spencer-et-al-2011', '1554_MAN') 2
7522 ('wagi-kamba_spencer-et-al-2011', '1646_GIRL') 3
7523 ('wagi-kamba_spencer-et-al-2011', '165_WALLABY') 2
7524 ('wagi-kamba_spencer-et-al-2011', '1726_WET') 2
7525 ('wagi-kamba_spencer-et-al-2011', '1781_THUMB') 2
7526 ('wagi-kamba_spencer-et-al-2011', '189_HAIR_BODY') 2
7527 ('wagi-kamba_spencer-et-al-2011', '2009_DOG') 2
7528 ('wagi-kamba_spencer-et-al-2011', '2098_FOOT_OR_LEG') 4
7529 ('wagi-kamba_spencer-et-al-2011', '2121_ARM_OR_HAND') 2
7530 ('wagi-kamba_spencer-et-al-2011', '221_FIRE') 2
7531 ('wagi-kamba_spencer-et-al-2011', '235_FLYING_FOX') 2
7532 ('wagi-kamba_spencer-et-al-2011', '466_CASSOWARY') 2
7533 ('wagi-kamba_spencer-et-al-2011', '503_FROG') 2
7534 ('wagi-kamba_spencer-et-al-2011', '674_MOUTH') 2
7535 ('wagi-kamba_spencer-et-al-2011', '72_CLAW') 2
7536 ('wagi-kamba_spencer-et-al-2011', '763_SKIN') 2
7537 ('wagi-kamba_spencer-et-al-2011', '867_backofhand') 2
7538 ('wagi-kamba_spencer-et-al-2011', '937_BIRD') 2
7539 ('wagi-kamba_spencer-et-al-2011', '946_BLOOD') 2
7540 ('wagi-kamba_spencer-et-al-2011', '962_WOMAN') 2
7541 ('wagi-kamba_spencer-et-al-2011', '981_ELBOW') 2
7542 ('wagi-mis_spencer-et-al-2011', '1262_BROTHER') 2
7543 ('wagi-mis_spencer-et-al-2011', '1366_BOY') 3
7544 ('wagi-mis_spencer-et-al-2011', '1646_GIRL') 3
7545 ('wagi-mis_spencer-et-al-2011', '1726_WET') 2
7546 ('wagi-mis_spencer-et-al-2011', '2098_FOOT_OR_LEG') 2
7547 ('wagi-mis_spencer-et-al-2011', '2272_HOT_OR_WARM') 2
7548 ('wagi-silibob_spencer-et-al-2011', '1237_WHERE') 2
7549 ('wagi-silibob_spencer-et-al-2011', '1256_HEAD') 2
7550 ('wagi-silibob_spencer-et-al-2011', '1366_BOY') 2
7551 ('wagi-silibob_spencer-et-al-2011', '1394_BONE') 2
7552 ('wagi-silibob_spencer-et-al-2011', '1489_CLOUD') 2
7553 ('wagi-silibob_spencer-et-al-2011', '1646_GIRL') 2
7554 ('wagi-silibob_spencer-et-al-2011', '2098_FOOT_OR_LEG') 2
7555 ('wagi_spencer-et-al-2011', '2272_HOT_OR_WARM') 2
7556 ('wagi_zgraggen-1980-mabuso', '1217_FATHER') 2
7557 ('wagi_zgraggen-1980-mabuso', '1220_TAIL') 2
7558 ('wagi_zgraggen-1980-mabuso', '1237_WHERE') 2
7559 ('wagi_zgraggen-1980-mabuso', '1318_CHICKEN') 3
7560 ('wagi_zgraggen-1980-mabuso', '1409_SEE') 2
7561 ('wagi_zgraggen-1980-mabuso', '1418_DIG') 2
7562 ('wagi_zgraggen-1980-mabuso', '1442_STAND') 2
7563 ('wagi_zgraggen-1980-mabuso', '175_BLOW_OF_WIND') 2
7564 ('wagi_zgraggen-1980-mabuso', '189_HAIR_BODY') 2
7565 ('wagi_zgraggen-1980-mabuso', '2092_HIS_OR_HER') 3
7566 ('wagi_zgraggen-1980-mabuso', '2099_CHILD') 2
7567 ('wagi_zgraggen-1980-mabuso', '2304_THEE_OBLIQUE_CASE_OF_YOU') 2
7568 ('wagi_zgraggen-1980-mabuso', '2312_YOU_OBLIQUE_CASE_OF_YOU') 2
7569 ('wagi_zgraggen-1980-mabuso', '2638_FISHING') 2
7570 ('wagi_zgraggen-1980-mabuso', '2708_TALK') 2
7571 ('wagi_zgraggen-1980-mabuso', '351_TARO') 3
7572 ('wagi_zgraggen-1980-mabuso', '410_YAM') 2
7573 ('wagi_zgraggen-1980-mabuso', '420_FOREST') 2
7574 ('wagi_zgraggen-1980-mabuso', '470_POSSUM') 2
7575 ('wagi_zgraggen-1980-mabuso', '646_ASH') 2
7576 ('wagi_zgraggen-1980-mabuso', '677_AXE') 2
7577 ('wagi_zgraggen-1980-mabuso', '695_GO') 2
7578 ('wagi_zgraggen-1980-mabuso', '700_CARRY') 2
7579 ('wagi_zgraggen-1980-mabuso', '725_OLD_PERSON') 2
7580 ('wagi_zgraggen-1980-mabuso', '908_DRUM') 2
7581 ('wagi_zgraggen-1980-mabuso', '945_SPEAR') 2
7582 ('wagi_zgraggen-1980-mabuso', '970_COCONUT') 2
7583 ('wagi_zgraggen-1980-mabuso', '977_ARROW') 4
7584 ('walak_bromley-1967', '1203_LONG') 2
7585 ('walak_bromley-1967', '1343_SUN') 2
7586 ('walak_bromley-1967', '1585_SLEEP') 2
7587 ('walak_bromley-1967', '2101_BE_DEAD_OR_DIE') 2
7588 ('walak_bromley-1967', '639_MOUNTAIN') 2
7589 ('walio_conrad-and-dye-1975', '123_FOREHEAD') 2
7590 ('wamas_zgraggen-1980-mabuso', '1035_GOOD') 2
7591 ('wamas_zgraggen-1980-mabuso', '1198_MANY') 2
7592 ('wamas_zgraggen-1980-mabuso', '1214_THIS') 2
7593 ('wamas_zgraggen-1980-mabuso', '1220_TAIL') 3
7594 ('wamas_zgraggen-1980-mabuso', '1231_NEW') 2
7595 ('wamas_zgraggen-1980-mabuso', '1256_HEAD') 3
7596 ('wamas_zgraggen-1980-mabuso', '1287_COLD') 2
7597 ('wamas_zgraggen-1980-mabuso', '1318_CHICKEN') 2
7598 ('wamas_zgraggen-1980-mabuso', '1403_BITE') 2
7599 ('wamas_zgraggen-1980-mabuso', '1409_SEE') 2
7600 ('wamas_zgraggen-1980-mabuso', '1442_STAND') 2
7601 ('wamas_zgraggen-1980-mabuso', '1447_GIVE') 3
7602 ('wamas_zgraggen-1980-mabuso', '1453_WASH') 2
7603 ('wamas_zgraggen-1980-mabuso', '1489_CLOUD') 2
7604 ('wamas_zgraggen-1980-mabuso', '1509_MOSQUITO') 2
7605 ('wamas_zgraggen-1980-mabuso', '175_BLOW_OF_WIND') 2
7606 ('wamas_zgraggen-1980-mabuso', '1857_CROCODILE') 2
7607 ('wamas_zgraggen-1980-mabuso', '2092_HIS_OR_HER') 3
7608 ('wamas_zgraggen-1980-mabuso', '2304_THEE_OBLIQUE_CASE_OF_YOU') 3
7609 ('wamas_zgraggen-1980-mabuso', '2312_YOU_OBLIQUE_CASE_OF_YOU') 2
7610 ('wamas_zgraggen-1980-mabuso', '2708_TALK') 2
7611 ('wamas_zgraggen-1980-mabuso', '351_TARO') 3
7612 ('wamas_zgraggen-1980-mabuso', '410_YAM') 2
7613 ('wamas_zgraggen-1980-mabuso', '470_POSSUM') 2
7614 ('wamas_zgraggen-1980-mabuso', '586_GARDEN') 2
7615 ('wamas_zgraggen-1980-mabuso', '646_ASH') 2
7616 ('wamas_zgraggen-1980-mabuso', '677_AXE') 2
7617 ('wamas_zgraggen-1980-mabuso', '700_CARRY') 3
7618 ('wamas_zgraggen-1980-mabuso', '725_OLD_PERSON') 2
7619 ('wamas_zgraggen-1980-mabuso', '908_DRUM') 2
7620 ('wamas_zgraggen-1980-mabuso', '945_SPEAR') 2
7621 ('wamas_zgraggen-1980-mabuso', '970_COCONUT') 2
7622 ('wamas_zgraggen-1980-mabuso', '977_ARROW') 5
7623 ('wambon_healey-1970', '1203_LONG') 2
7624 ('wambon_healey-1970', '1352_KNIFE') 2
7625 ('wambon_healey-1970', '2098_FOOT_OR_LEG') 2
7626 ('wambon_healey-1970', '2101_BE_DEAD_OR_DIE') 2
7627 ('wambon_hughes-2009', '1645_SHORT') 2
7628 ('wambon_hughes-2009', '1786_DRY_UP') 2
7629 ('wambon_hughes-2009', '189_HAIR_BODY') 2
7630 ('wambon_hughes-2009', '981_ELBOW') 2
7631 ('wambon_voorhoeve-2000', '1336_EAT') 2
7632 ('wambon_voorhoeve-2000', '1442_STAND') 2
7633 ('wambon_voorhoeve-2000', '1443_WALK') 2
7634 ('wambon_voorhoeve-2000', '189_HAIR_BODY') 2
7635 ('wambon_voorhoeve-2000', '215_LIE_DOWN') 2
7636 ('wamora_mcelhanon_and_voorhoeve1970', '1458_SAY') 2
7637 ('wamora_mcelhanon_and_voorhoeve1970', '2108_RAINING_OR_RAIN') 2
7638 ('wanambre_zgraggen-1980-nadelbert', '1035_GOOD') 2
7639 ('wanambre_zgraggen-1980-nadelbert', '1172_SHOOT') 2
7640 ('wanambre_zgraggen-1980-nadelbert', '1203_LONG') 2
7641 ('wanambre_zgraggen-1980-nadelbert', '1220_TAIL') 2
7642 ('wanambre_zgraggen-1980-nadelbert', '1231_NEW') 2
7643 ('wanambre_zgraggen-1980-nadelbert', '1269_NO') 2
7644 ('wanambre_zgraggen-1980-nadelbert', '1287_COLD') 2
7645 ('wanambre_zgraggen-1980-nadelbert', '1318_CHICKEN') 2
7646 ('wanambre_zgraggen-1980-nadelbert', '1402_BREAST') 2
7647 ('wanambre_zgraggen-1980-nadelbert', '1406_FAR') 2
7648 ('wanambre_zgraggen-1980-nadelbert', '1417_KILL') 2
7649 ('wanambre_zgraggen-1980-nadelbert', '1432_CUT') 2
7650 ('wanambre_zgraggen-1980-nadelbert', '1442_STAND') 2
7651 ('wanambre_zgraggen-1980-nadelbert', '1446_COME') 2
7652 ('wanambre_zgraggen-1980-nadelbert', '1447_GIVE') 2
7653 ('wanambre_zgraggen-1980-nadelbert', '1498_TWO') 2
7654 ('wanambre_zgraggen-1980-nadelbert', '1504_FLY_INSECT') 2
7655 ('wanambre_zgraggen-1980-nadelbert', '1509_MOSQUITO') 2
7656 ('wanambre_zgraggen-1980-nadelbert', '1554_MAN') 2
7657 ('wanambre_zgraggen-1980-nadelbert', '2304_THEE_OBLIQUE_CASE_OF_YOU') 2
7658 ('wanambre_zgraggen-1980-nadelbert', '2312_YOU_OBLIQUE_CASE_OF_YOU') 2
7659 ('wanambre_zgraggen-1980-nadelbert', '235_FLYING_FOX') 2
7660 ('wanambre_zgraggen-1980-nadelbert', '2708_TALK') 2
7661 ('wanambre_zgraggen-1980-nadelbert', '351_TARO') 2
7662 ('wanambre_zgraggen-1980-nadelbert', '410_YAM') 2
7663 ('wanambre_zgraggen-1980-nadelbert', '466_CASSOWARY') 2
7664 ('wanambre_zgraggen-1980-nadelbert', '586_GARDEN') 2
7665 ('wanambre_zgraggen-1980-nadelbert', '677_AXE') 2
7666 ('wanambre_zgraggen-1980-nadelbert', '700_CARRY') 2
7667 ('wanambre_zgraggen-1980-nadelbert', '725_OLD_PERSON') 3
7668 ('wanambre_zgraggen-1980-nadelbert', '908_DRUM') 2
7669 ('wanambre_zgraggen-1980-nadelbert', '970_COCONUT') 2
7670 ('wanambre_zgraggen-1980-nadelbert', '977_ARROW') 3
7671 ('wanambre_zgraggen-1980-nadelbert', '981_ELBOW') 2
7672 ('wandamen_voorhoeve-1975', '1258_FINGERNAIL') 2
7673 ('wandamen_voorhoeve-1975', '1336_EAT') 2
7674 ('wandamen_voorhoeve-1975', '1392_LOUSE') 2
7675 ('wandamen_voorhoeve-1975', '906_TREE') 2
7676 ('wanggom_hughes-2009', '1645_SHORT') 2
7677 ('wanggom_hughes-2009', '1786_DRY_UP') 2
7678 ('wanggom_hughes-2009', '189_HAIR_BODY') 2
7679 ('wanggom_hughes-2009', '1942_NEAR') 2
7680 ('wantoat-bam_mcelhanon_and_voorhoeve1970', '1371_KNEE') 2
7681 ('wantoat-leron_mcelhanon_and_voorhoeve1970', '1256_HEAD') 2
7682 ('wantoat-leron_mcelhanon_and_voorhoeve1970', '1371_KNEE') 2
7683 ('wantoat-saseng_mcelhanon_and_voorhoeve1970', '1256_HEAD') 2
7684 ('wantoat-saseng_mcelhanon_and_voorhoeve1970', '1371_KNEE') 2
7685 ('wantoat-saseng_mcelhanon_and_voorhoeve1970', '763_SKIN') 2
7686 ('wantoat-yagawak_mcelhanon_and_voorhoeve1970', '1371_KNEE') 2
7687 ('wantoat-yagawak_mcelhanon_and_voorhoeve1970', '2009_DOG') 2
7688 ('wantoat-yagawak_mcelhanon_and_voorhoeve1970', '763_SKIN') 2
7689 ('wantoat-yagawak_mcelhanon_and_voorhoeve1970', '948_WATER') 2
7690 ('wantoat_mcelhanon_and_voorhoeve1970', '1142_URINE') 2
7691 ('wantoat_mcelhanon_and_voorhoeve1970', '1917_TIE') 2
